Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
H,302.1,310.9,1481,43.9,82,0
L,296.1,307.2,1707,29.5,44,0
L,302.3,310.0,1912,23.0,114,0
M,300.4,309.0,1460,48.7,89,0
L,298.0,309.8,1628,28.1,55,0
H,302.9,312.5,1401,48.8,25,0
M,301.6,311.3,1289,64.7,62,0
L,303.5,311.7,1509,45.0,17,0
L,299.1,310.3,1882,25.1,83,0
M,297.4,308.3,1568,36.4,101,0
L,300.5,311.2,1555,36.2,14,0
L,297.5,308.3,1375,45.2,169,0
L,301.5,310.7,1405,53.3,63,0
M,300.8,311.0,1451,51.1,190,0
L,302.3,310.2,1440,41.5,9,0
L,301.2,309.4,1870,24.1,22,0
M,298.7,309.7,1500,50.0,190,0
M,296.9,307.6,1413,44.3,134,0
L,295.6,306.5,1607,28.3,36,0
M,298.8,309.3,1412,54.1,149,0
L,301.2,310.9,1507,44.3,171,0
M,300.5,310.0,1595,41.0,160,0
L,299.5,308.4,1958,21.5,17,0
L,299.3,310.2,1617,38.9,45,0
L,297.4,308.3,1420,51.8,21,0
M,301.1,310.4,1382,53.5,168,0
M,301.1,310.7,1550,37.2,47,0
L,301.5,312.2,1596,32.2,111,0
L,297.0,308.3,1438,40.4,198,0
L,302.3,310.3,1414,47.2,92,0
L,301.0,311.6,1749,28.5,141,0
L,296.5,308.2,1399,40.2,181,0
H,303.0,310.8,1496,42.4,223,1
L,299.4,309.2,1506,39.7,74,0
L,304.3,312.7,1436,46.0,124,0
L,299.2,309.5,1343,48.7,174,0
L,303.3,312.5,1528,40.0,97,0
L,298.0,308.4,1562,44.6,15,0
L,301.7,311.5,1519,45.1,27,0
L,297.2,307.6,1480,44.9,118,0
M,302.1,311.7,1601,37.1,82,0
M,298.5,307.9,1502,35.9,134,0
L,298.8,308.9,1761,25.0,69,0
M,301.1,310.3,1565,40.6,110,0
M,299.8,310.8,1535,40.8,104,0
M,297.0,308.0,2013,20.0,71,0
L,299.6,310.4,1442,48.4,161,0
L,298.7,309.4,1394,41.3,208,0
L,302.0,310.8,1552,37.2,185,0
L,300.4,309.9,1569,33.6,178,0
M,297.5,308.6,1485,53.5,158,0
M,300.7,312.3,1468,38.8,188,0
L,301.0,310.3,1500,35.9,200,0
L,299.3,307.4,1618,28.1,3,0
L,299.0,310.3,1591,34.5,51,0
L,300.1,311.2,1347,53.8,134,0
M,301.0,310.8,1446,47.6,73,0
H,298.4,307.8,1563,31.3,120,0
M,298.1,308.7,2076,19.2,108,0
H,297.6,308.9,1474,38.6,128,0
M,304.2,313.2,1454,38.1,73,0
M,301.9,311.0,1456,47.8,159,0
L,303.9,313.2,1319,56.1,193,0
L,297.9,307.1,1565,34.1,153,0
M,299.0,309.2,1366,49.1,217,0
L,298.1,309.2,1705,28.5,167,0
M,300.4,311.2,1420,48.8,106,0
L,298.1,308.0,1403,51.2,205,0
H,300.2,309.8,1410,50.1,59,0
H,304.6,313.4,1522,41.8,60,0
M,298.2,308.4,1375,48.0,167,0
L,302.0,311.9,1451,52.2,209,0
L,300.1,309.5,2048,19.4,53,0
L,300.0,309.0,1321,55.8,54,0
L,299.4,308.7,1510,43.7,49,0
L,297.5,308.7,1591,30.8,7,0
M,302.2,310.0,1671,33.7,21,0
L,296.9,308.4,1371,57.2,129,0
M,296.9,307.9,1658,26.3,133,0
L,302.0,311.5,1448,40.4,191,0
M,299.3,309.2,1486,42.1,207,0
L,301.6,311.5,2297,15.5,47,0
M,295.6,306.5,1424,39.4,78,0
M,302.2,311.8,1383,50.4,104,0
L,300.6,310.8,1527,38.9,88,0
L,297.3,308.3,1375,51.6,24,0
M,301.1,310.6,1800,25.0,141,0
L,300.3,310.6,1288,60.9,175,0
L,296.0,306.4,1367,47.4,113,0
M,297.6,309.1,1551,35.8,148,0
M,303.9,312.2,1575,34.4,68,0
H,297.0,308.1,1643,32.3,6,0
L,302.0,310.3,1447,52.7,186,0
L,302.3,310.1,1914,19.0,111,0
L,299.3,310.6,1431,45.5,99,0
L,302.5,312.4,1419,39.8,126,0
L,303.6,311.0,1689,30.1,8,0
L,298.1,307.7,1425,44.9,116,0
M,297.4,307.4,1623,32.5,57,0
L,298.8,308.6,1423,46.7,38,0
L,298.4,308.5,1231,59.5,35,0
M,298.9,309.1,1318,46.4,47,0
L,297.6,308.6,1328,56.0,61,0
L,298.7,310.3,1562,37.0,94,0
M,301.6,310.6,1235,56.3,78,0
M,302.6,312.4,1396,50.8,186,0
L,300.4,310.2,1492,35.8,9,0
M,298.9,308.2,1341,52.0,104,0
M,300.0,311.9,1561,40.8,159,0
L,300.2,311.4,1410,44.1,24,0
M,297.8,308.5,1259,60.3,77,0
M,298.8,310.1,1643,30.4,86,0
L,302.2,311.8,1403,53.0,61,0
L,297.7,308.8,1680,28.6,105,0
L,299.2,308.3,1412,46.1,0,0
M,296.9,307.7,1438,38.7,13,0
M,296.2,307.0,1995,19.8,66,0
L,298.6,309.5,1660,30.9,90,0
L,296.4,307.5,1405,45.3,107,0
M,296.3,307.3,1551,35.0,151,0
M,300.0,309.3,1943,21.0,133,0
L,297.9,309.0,1560,46.3,80,0
M,302.2,311.1,1383,51.3,114,0
M,296.9,308.4,1494,38.5,77,0
L,299.1,308.4,1427,41.6,84,0
L,297.8,308.2,1267,52.3,81,0
L,299.1,309.4,1552,43.6,13,0
H,298.5,307.3,1644,31.0,1,0
M,299.0,309.3,1659,32.1,55,0
L,297.8,308.6,1786,23.7,141,0
M,297.8,308.1,2411,14.2,29,0
M,302.1,311.5,1657,33.3,55,0
L,301.5,310.6,2126,19.4,99,0
M,297.9,309.2,1753,23.3,75,0
L,299.5,308.3,1482,48.1,94,0
M,302.1,311.6,1598,30.3,65,0
M,297.8,309.3,1495,40.0,39,0
L,301.1,311.5,1845,21.2,192,0
L,301.6,310.2,1661,28.9,134,0
L,297.7,307.9,1502,42.0,191,0
H,299.1,310.7,1515,38.1,167,0
L,301.2,311.4,1592,34.2,37,0
H,302.6,310.7,1632,30.4,60,0
L,300.3,309.6,1374,49.9,162,0
M,299.0,308.5,1363,51.5,68,0
L,298.1,309.6,1543,40.8,113,0
L,299.2,309.2,1549,42.2,160,0
L,301.9,311.2,1549,39.1,214,0
L,301.4,310.7,1607,35.6,147,0
M,299.7,308.7,1471,40.6,201,0
H,301.0,311.9,1310,57.9,120,0
L,298.3,309.1,1394,43.6,117,0
L,303.2,312.6,1715,30.6,182,0
L,297.9,309.3,1985,22.1,110,0
M,299.1,309.3,1401,44.7,173,0
M,302.5,311.2,1781,29.1,137,0
L,298.4,308.7,1633,31.2,57,0
L,299.1,309.7,1536,38.9,134,0
L,296.9,307.8,1510,29.8,8,0
M,301.3,310.8,1413,42.2,131,0
L,298.9,309.7,1599,35.6,175,0
M,302.6,310.9,1495,42.8,109,0
L,298.3,308.9,1418,44.6,208,0
H,296.6,308.0,1347,52.8,170,0
M,301.3,310.5,1769,24.1,48,0
L,300.8,311.4,1620,30.4,89,0
L,303.9,313.2,1609,37.1,5,0
L,300.6,311.7,1563,46.1,171,0
L,302.7,312.0,1705,29.7,60,0
L,300.9,311.2,1737,30.0,130,0
M,298.6,309.8,1414,40.9,17,0
H,298.4,308.6,1471,36.2,8,0
H,298.8,311.0,1604,33.8,222,0
M,302.7,312.0,1390,54.1,125,0
L,304.0,311.8,1873,20.9,78,0
H,302.6,311.5,1528,43.6,215,0
L,299.2,308.5,1423,40.9,59,0
M,304.3,312.3,1616,33.3,205,0
H,296.8,308.9,1670,30.6,196,0
M,298.5,307.9,1435,42.9,15,0
L,297.5,308.2,1742,31.0,205,0
L,301.9,311.0,1544,36.8,131,0
L,298.1,308.0,1492,37.9,6,0
H,298.2,309.3,1366,53.9,88,0
L,298.1,308.6,1535,32.6,69,0
L,299.6,308.2,1351,59.9,39,1
L,304.3,313.1,1537,46.3,61,0
L,299.7,309.3,1464,39.6,43,0
M,301.2,310.9,1176,59.3,101,0
L,297.6,307.8,1960,23.8,49,0
L,300.7,312.4,1540,35.0,86,0
L,299.6,310.5,1466,38.0,134,0
L,298.1,308.1,1485,39.4,48,0
H,300.7,310.3,1362,64.6,210,1
M,302.1,309.6,1399,46.0,215,0
L,299.3,308.7,1628,28.6,142,0
M,301.0,310.8,1533,49.4,147,0
L,299.8,309.9,1533,39.5,62,0
L,297.4,308.3,1456,43.9,99,0
M,301.3,311.3,1434,53.3,69,0
M,301.1,311.8,1219,56.4,208,0
M,297.6,308.5,1352,48.9,78,0
M,300.5,310.7,1471,46.0,199,0
L,301.0,310.8,1415,46.5,43,0
L,300.5,312.2,1908,24.3,63,0
L,297.4,309.2,1533,38.0,96,0
H,301.7,311.2,1712,30.5,116,0
M,299.1,310.5,1584,33.9,46,0
M,302.5,311.0,1852,22.1,33,0
L,300.4,311.8,1457,40.9,130,0
L,299.6,311.5,1521,34.9,176,0
L,301.3,311.3,1559,38.1,166,0
M,301.0,309.9,1493,51.2,16,0
L,298.6,309.2,1554,38.8,108,0
M,300.2,309.8,1493,46.1,87,0
L,303.7,313.2,1544,41.5,166,0
H,297.3,308.8,1708,28.1,160,0
M,301.9,310.6,1293,54.5,41,0
M,303.9,312.5,1520,42.2,123,0
H,298.4,309.3,1559,40.1,2,0
L,300.1,311.3,1656,30.5,148,0
M,301.0,310.9,1382,51.1,113,0
M,299.5,309.0,1333,59.4,6,0
H,299.8,309.5,1570,32.8,184,0
M,303.3,312.9,1911,22.5,130,0
L,298.9,309.6,1581,35.3,36,0
L,297.7,308.2,1409,36.9,26,0
L,304.1,312.8,1511,46.1,61,0
L,299.9,310.3,1534,42.3,27,0
M,300.8,310.7,1521,40.9,181,0
M,301.7,310.8,1312,56.8,166,0
M,300.4,310.2,1452,44.3,196,0
L,298.5,309.6,1452,40.0,12,0
M,300.6,309.9,1445,41.2,212,1
L,298.5,307.3,1431,41.2,148,0
L,303.9,312.5,2256,15.3,2,0
L,298.5,308.7,1535,38.2,45,0
L,300.5,311.2,1528,37.9,99,0
L,298.8,311.2,1251,58.0,15,0
L,298.8,310.0,1714,30.6,214,1
L,298.0,309.1,1388,52.9,136,0
M,302.1,312.3,1581,32.2,48,0
M,303.7,312.9,1504,45.7,115,0
L,299.8,309.2,1609,32.6,71,0
L,298.6,307.8,1862,26.2,67,0
M,297.0,308.4,1525,42.5,79,0
L,302.8,312.0,1445,46.9,206,0
M,302.6,311.3,1554,40.9,144,0
L,297.1,308.1,1479,48.3,134,0
L,301.2,312.3,1415,41.0,172,0
M,298.4,308.6,1401,61.0,122,0
L,299.1,308.9,1506,41.0,16,0
L,300.9,311.7,1652,33.8,11,0
M,299.6,309.2,1493,44.4,158,0
L,298.2,308.7,1518,38.2,44,0
L,300.8,309.2,1488,42.2,30,0
L,300.0,310.7,1356,49.9,130,0
M,302.6,311.1,1841,24.0,108,0
M,300.1,308.6,1482,41.5,152,0
L,302.9,310.3,1498,42.0,26,0
L,301.6,310.7,1345,58.5,10,0
L,301.5,310.3,1628,27.9,106,0
L,300.0,309.0,1416,46.1,202,0
L,300.7,312.3,1516,40.1,107,0
L,299.2,309.0,1544,30.7,28,0
L,304.7,313.2,1571,38.9,12,0
M,301.3,310.6,1495,43.5,103,0
M,301.0,310.3,1531,35.0,227,1
L,298.4,308.6,1539,43.5,57,0
M,300.4,310.2,1414,42.6,59,0
L,302.0,310.4,1571,35.9,71,0
L,302.0,312.0,1364,51.4,168,0
L,297.2,307.9,1517,35.9,163,0
L,298.3,308.1,1760,27.2,61,0
L,297.1,308.5,1480,46.1,22,0
L,302.3,312.1,1765,28.8,197,0
L,300.7,311.1,1496,41.6,79,0
M,300.8,311.7,1316,51.8,151,0
H,302.0,310.1,1716,29.0,219,0
L,297.4,307.5,1497,42.3,123,0
L,303.5,313.0,1683,26.6,106,0
H,297.1,308.8,1523,35.7,16,0
L,301.9,310.3,1406,41.4,103,0
M,301.4,309.6,1442,50.3,18,0
L,297.1,307.8,1432,45.7,179,0
L,302.0,310.6,1429,47.5,171,0
L,298.4,308.1,1547,45.7,4,0
L,300.1,310.9,1728,28.5,106,0
L,302.5,312.1,1444,44.7,90,0
L,300.1,311.2,1591,39.0,186,0
L,297.7,308.1,1549,39.9,39,0
M,299.0,308.3,1337,43.6,50,0
M,297.6,308.9,1586,35.8,11,0
H,298.7,308.9,1376,46.2,80,0
L,297.5,308.8,1532,34.4,90,0
L,295.6,306.5,1349,47.6,101,0
L,300.6,311.4,1392,42.6,84,0
H,300.7,310.0,1548,38.2,24,0
M,303.2,311.3,2114,15.9,4,0
M,298.1,308.8,1581,34.9,7,0
L,302.2,309.9,1819,21.5,180,0
L,301.9,311.0,1610,39.1,40,0
L,297.3,308.8,1606,33.2,74,0
L,299.7,310.9,1260,52.2,114,0
M,297.3,308.5,1698,27.6,110,0
M,298.5,309.7,1498,46.9,130,0
L,300.4,311.5,1497,38.7,206,1
L,299.1,310.4,1556,38.1,34,0
M,302.2,310.7,1757,29.1,53,0
L,299.1,308.9,1531,37.7,65,0
L,299.1,310.8,1507,39.2,122,0
M,303.5,312.8,1384,48.8,35,0
L,300.5,310.0,1351,50.1,174,0
M,301.4,311.2,1611,28.7,32,0
L,301.0,310.5,1365,45.2,22,0
H,302.2,311.5,1464,46.5,131,0
L,299.8,309.6,1488,50.1,86,0
H,300.4,310.1,1455,45.8,60,0
L,302.3,310.6,1315,59.7,87,1
H,297.8,308.7,1400,49.8,98,0
L,298.1,308.1,1415,53.7,112,0
M,301.9,310.7,1455,51.8,84,0
L,301.4,309.6,1374,55.3,184,1
H,301.0,310.0,1429,44.3,27,0
L,299.9,310.4,1378,49.9,23,0
L,300.1,309.5,1506,39.4,198,0
L,298.0,309.4,1406,49.0,96,0
L,297.8,309.6,1404,49.2,64,0
L,300.8,312.3,1502,45.5,31,0
L,300.6,311.2,1705,29.0,54,0
L,301.0,309.4,1657,28.8,16,0
H,302.0,311.8,1329,64.3,31,0
L,297.8,307.0,1397,39.4,158,0
L,300.8,310.7,1347,53.3,53,0
M,298.8,309.6,1590,32.3,125,0
L,297.6,307.7,1509,41.0,178,0
M,303.8,312.4,1407,49.6,76,0
L,300.6,310.7,1573,41.7,90,0
L,300.7,310.5,1571,37.1,122,0
L,302.2,311.3,1487,38.9,52,0
L,300.9,312.1,1397,49.8,13,0
M,302.8,312.1,1662,33.4,157,0
L,301.9,310.4,1557,40.5,186,0
M,301.2,310.8,1809,22.6,213,0
L,300.4,311.5,1553,37.9,8,0
L,301.8,310.7,1414,53.6,171,0
L,299.5,312.1,1509,37.2,77,0
L,300.1,311.7,1509,35.0,75,0
L,299.1,310.7,1569,33.2,67,0
L,301.0,310.7,1441,46.7,35,0
L,299.6,311.6,1444,40.6,145,0
L,298.3,309.4,1379,51.2,14,0
M,300.0,310.3,1496,37.3,74,0
H,299.2,310.2,1274,63.2,160,0
M,300.0,311.7,1371,57.7,9,0
L,298.4,308.4,1369,53.9,164,0
H,303.4,311.7,1358,54.4,189,1
L,300.7,309.6,1393,47.3,200,0
H,300.6,311.0,1688,25.4,164,0
L,299.5,309.1,1436,42.2,143,0
M,301.2,310.3,1394,48.5,25,0
L,302.2,311.7,2127,17.5,93,0
L,301.2,310.2,1583,34.5,155,0
L,301.1,311.8,1465,39.0,167,0
L,299.2,310.3,1305,57.0,186,0
L,299.0,309.9,1457,38.1,211,0
M,297.8,309.2,1550,37.6,110,0
M,303.3,311.3,1607,31.7,122,0
L,298.0,307.7,1625,30.2,132,0
M,300.3,311.8,1467,44.8,116,0
L,298.6,309.8,1575,35.4,55,0
L,300.4,309.7,1491,34.6,176,0
L,301.2,311.1,1618,33.3,197,0
L,299.0,309.2,1511,37.9,37,0
L,302.3,311.9,1788,28.4,199,0
L,297.4,308.4,1340,53.0,158,0
L,300.3,311.0,1520,34.5,189,0
M,302.1,312.0,1349,53.5,120,0
L,299.0,309.0,1490,40.2,175,0
L,302.6,311.9,1407,42.4,133,0
L,297.7,307.4,1324,54.7,148,0
M,297.5,308.4,1567,35.0,33,0
L,302.3,312.8,1480,47.1,142,0
L,301.5,311.4,1458,41.5,124,0
L,299.7,308.5,1366,43.3,29,0
M,298.9,309.4,1344,48.1,160,0
L,299.4,310.7,1505,40.1,156,0
M,301.8,311.2,1721,28.9,82,0
M,303.5,310.5,1512,36.9,138,0
M,295.8,306.7,2055,22.8,51,0
H,301.5,310.6,1786,25.8,95,0
M,303.7,312.6,1459,47.4,96,0
H,297.4,308.9,1485,46.9,100,0
M,303.5,312.9,1671,35.7,139,0
L,299.8,309.0,1374,48.8,87,0
L,297.1,308.2,1558,35.0,74,0
M,302.3,311.0,1472,36.8,79,0
L,302.1,310.5,2659,13.4,125,0
L,301.4,313.0,1416,43.9,115,0
M,302.5,310.8,1637,33.9,77,0
H,297.5,308.0,1382,46.1,58,0
M,301.2,310.9,1520,36.0,11,0
L,301.3,310.8,2042,18.6,106,0
L,298.3,308.2,1533,36.4,178,0
L,302.3,311.6,1524,34.4,77,0
H,298.6,308.6,1466,50.6,90,0
L,299.6,309.6,1602,32.1,170,0
L,303.1,311.9,1780,23.5,59,0
H,301.0,309.6,1740,30.6,3,0
M,299.5,311.6,1646,33.1,130,0
L,301.6,310.8,1386,44.8,62,0
M,297.6,308.2,1352,50.7,71,0
L,302.6,311.2,1593,34.0,111,0
L,301.5,310.7,1811,25.6,40,0
M,298.1,307.3,1502,39.4,166,0
M,298.0,310.2,1424,55.9,191,0
L,302.4,311.4,1540,44.7,32,0
L,301.5,309.5,1502,46.1,46,0
M,302.5,311.2,1494,38.9,37,0
M,300.3,311.8,1455,43.1,192,0
L,297.2,309.3,1458,35.4,151,0
L,301.8,310.5,1502,43.4,131,0
L,303.2,312.9,1450,43.3,56,0
L,301.5,310.6,1645,30.4,112,0
L,298.3,309.1,1438,39.1,84,0
M,304.0,312.0,1615,35.6,31,0
L,301.8,310.2,1554,43.6,29,0
M,300.8,310.9,1213,56.7,152,0
L,297.6,307.8,1373,51.1,20,0
L,300.4,309.1,1467,36.4,33,0
L,299.0,308.4,1400,55.4,17,0
L,300.2,310.6,1638,30.7,141,0
L,298.5,308.0,1778,25.2,65,0
M,295.5,305.8,1456,48.1,10,0
M,302.1,310.3,1855,26.9,79,0
L,297.1,307.7,1414,43.3,194,0
L,301.1,310.7,1528,40.2,179,0
L,300.1,309.0,1724,27.5,193,0
M,296.8,308.5,1582,36.9,183,0
M,302.5,311.0,1577,36.3,108,0
L,297.5,308.9,1509,39.6,32,0
M,297.3,307.9,1324,51.0,69,0
L,297.6,308.4,1420,50.5,44,0
L,300.5,310.4,1586,32.4,48,0
L,298.4,309.4,1670,29.9,63,0
M,303.6,312.2,1485,49.3,108,0
L,296.2,307.2,2814,7.5,210,1
M,302.4,311.5,1344,51.8,62,0
M,303.2,311.9,1576,36.3,47,0
L,297.1,309.4,1391,42.2,196,0
H,299.0,309.4,1452,40.7,152,0
L,298.4,308.4,1615,34.1,37,0
L,302.4,311.2,1396,53.3,129,0
L,299.3,308.0,1427,48.4,66,0
L,300.5,310.6,1446,43.8,42,0
L,302.4,309.7,1374,59.0,104,1
H,298.1,307.6,1620,33.8,117,0
H,301.1,310.8,1948,21.5,44,0
L,300.2,311.7,1687,30.5,160,0
M,301.8,310.5,1479,52.5,24,0
L,303.5,312.0,2279,13.2,18,1
M,298.3,310.4,1363,52.3,11,0
L,300.3,308.8,1398,47.1,175,0
L,297.6,309.6,1494,36.0,97,0
L,298.2,310.0,1361,55.7,42,0
M,296.5,307.5,1477,39.8,152,0
L,298.4,308.0,1518,34.8,107,0
L,296.9,308.3,1595,39.0,1,0
M,304.7,313.7,1394,49.2,82,0
L,302.9,311.2,1616,41.1,149,0
L,298.7,309.8,1475,46.9,196,0
M,301.1,311.4,1596,33.7,159,0
L,301.0,311.9,1447,43.9,223,1
H,297.5,308.1,1525,35.4,137,0
M,300.1,309.4,1553,37.9,45,0
L,298.9,310.1,1456,44.8,37,0
L,298.2,309.7,1524,30.9,97,0
M,302.9,312.6,1620,32.8,99,0
L,302.3,312.0,1537,38.5,190,0
L,298.9,310.0,1520,41.0,82,0
M,298.8,309.7,1421,43.9,54,0
L,301.9,310.3,1639,38.7,1,0
L,299.7,311.8,1502,44.4,153,0
M,298.9,308.2,1411,50.0,32,0
L,300.7,309.8,1806,26.2,187,0
M,302.9,312.1,1577,35.7,170,0
L,302.8,311.1,1592,30.0,115,0
L,298.9,310.5,1606,39.1,147,0
M,300.3,310.7,1318,54.2,0,0
M,300.1,311.7,1717,28.5,183,0
L,297.4,308.4,1394,53.6,54,1
M,300.7,309.3,1413,45.8,0,0
L,300.6,310.5,1449,43.2,100,0
M,299.3,308.6,1480,40.2,225,0
L,302.2,311.4,1587,35.9,144,0
M,302.8,311.3,1722,29.7,10,0
L,300.8,310.5,1426,39.3,204,0
L,297.4,307.9,1435,46.8,63,0
H,298.3,308.6,1424,43.7,37,0
L,299.8,310.6,1476,49.9,42,0
L,301.0,310.5,1425,58.5,206,1
M,301.1,310.2,1557,46.3,75,0
M,302.0,311.5,1531,35.6,40,0
M,302.3,311.5,1481,42.4,65,0
M,297.0,308.8,1499,39.0,170,0
L,299.3,310.3,1361,56.0,205,1
L,301.2,310.5,1371,53.9,182,0
L,300.0,310.7,1632,32.7,182,0
L,297.6,309.3,1341,47.8,135,0
L,298.1,307.6,1529,37.8,15,0
M,302.9,312.5,1351,49.8,107,0
L,302.5,311.1,1328,56.3,97,0
L,299.1,309.3,1322,48.8,2,0
M,299.3,308.3,1301,61.7,8,0
L,299.5,308.7,1958,21.4,179,0
H,302.5,312.3,1364,51.4,154,0
L,298.1,307.9,2524,11.2,124,1
M,299.7,308.6,1327,51.5,106,0
M,297.6,308.3,1564,35.2,76,0
L,302.2,310.6,1592,37.1,72,0
L,300.8,310.8,1537,47.4,149,0
L,296.2,307.3,1658,35.7,58,0
M,298.0,308.4,1480,43.9,156,0
L,303.0,312.2,1408,48.4,173,0
H,303.6,312.9,1767,25.0,178,0
L,299.2,308.7,1547,31.0,52,0
L,299.9,311.4,1416,46.7,71,0
L,297.5,308.0,1505,41.2,20,0
M,297.1,308.4,1604,31.2,78,0
M,297.5,308.8,1643,37.8,141,0
H,301.6,309.4,1398,44.1,24,0
M,298.2,309.3,1559,34.4,149,0
L,302.4,311.5,1802,26.6,193,0
M,299.2,310.1,1788,27.5,180,0
H,297.0,308.5,1492,37.3,148,0
M,298.5,308.9,1380,53.4,65,0
L,298.9,309.0,1454,53.6,100,0
L,301.4,310.2,1356,42.0,202,0
L,298.9,309.7,1482,44.0,28,0
L,296.8,307.1,1497,42.4,86,0
M,298.0,308.0,1666,34.7,153,0
L,299.6,309.1,1617,31.0,168,0
L,302.9,312.3,1499,41.0,202,0
M,299.9,310.2,1625,28.9,70,0
M,300.7,311.3,1365,50.6,130,0
M,297.9,309.4,1613,36.6,59,0
L,296.2,307.3,1494,37.1,47,0
L,297.2,309.0,1367,45.8,110,0
L,302.1,310.1,1383,53.5,157,0
M,300.3,311.7,1572,32.3,122,0
H,302.1,310.9,1457,42.3,83,0
L,300.5,311.1,1483,47.0,167,0
L,300.9,309.9,1479,48.7,18,0
L,302.6,311.6,1471,52.3,171,0
L,300.4,311.3,1452,44.2,102,0
L,300.8,310.9,1458,49.2,79,0
M,303.8,312.6,1740,32.9,107,0
M,301.2,310.2,1423,37.0,117,0
M,299.1,309.9,1405,48.4,37,0
H,301.6,310.6,1845,25.3,139,0
L,299.4,310.2,1470,42.2,218,0
M,300.3,312.2,1701,25.1,90,0
M,298.0,307.5,1420,40.8,55,0
L,303.5,312.1,1394,57.6,87,0
H,297.7,307.6,1663,31.1,49,0
L,302.5,311.7,1562,33.9,0,0
L,299.8,310.4,1350,51.7,110,0
L,298.3,309.0,1385,44.2,143,0
L,301.0,312.4,1469,35.6,65,0
M,299.7,309.8,1413,47.9,192,0
L,296.2,307.6,1635,36.9,164,0
L,298.4,308.9,1444,45.3,216,0
M,301.5,310.1,1782,26.0,31,0
M,297.4,308.5,1426,49.5,5,0
L,301.2,312.1,1442,52.7,211,1
L,302.6,310.2,2002,20.2,64,0
H,300.8,310.6,1526,38.2,68,0
L,298.3,309.1,1555,40.9,103,0
L,298.8,308.8,1380,47.9,178,0
M,299.2,309.9,1374,60.0,98,0
L,298.5,309.5,1591,36.4,70,0
L,300.6,309.3,1532,33.2,172,0
M,296.8,308.4,1302,49.7,18,0
L,298.1,309.4,1572,37.9,102,0
L,302.4,310.8,1372,46.9,166,1
L,301.1,311.1,1633,39.1,81,0
L,304.0,312.3,1755,32.5,98,0
L,299.1,311.0,1710,26.8,28,0
M,301.5,310.6,1429,48.4,19,0
H,302.4,310.1,1559,50.7,112,0
M,299.9,309.7,1178,60.9,173,0
M,299.3,310.7,1809,22.6,236,1
L,297.8,309.0,1492,38.5,152,0
M,300.1,311.0,1385,66.4,138,1
L,301.3,310.6,1546,39.6,54,0
L,299.2,310.4,1417,41.8,39,0
M,302.0,311.6,1376,47.5,69,0
M,297.5,306.8,1898,25.2,131,0
L,297.6,308.1,1516,37.2,164,0
M,298.8,309.7,1864,24.7,116,0
H,298.8,308.6,1373,53.0,178,0
M,302.7,311.4,1745,25.7,76,0
M,300.5,311.1,1474,43.5,112,0
L,297.0,308.0,1555,42.0,205,0
M,302.4,311.3,1632,28.4,199,0
L,301.4,310.9,1499,43.3,134,0
L,302.5,312.0,1424,42.1,134,0
L,300.4,310.0,1555,40.7,186,0
L,300.0,311.7,1422,48.9,209,0
M,298.2,308.1,1710,29.4,83,0
L,300.9,311.3,1905,18.5,11,0
L,299.9,311.1,1525,39.9,43,0
M,301.0,310.7,1982,20.5,188,0
M,299.1,309.6,1564,42.4,84,0
H,297.7,307.2,1563,37.5,17,0
M,299.1,310.7,1715,35.7,15,0
L,298.0,308.3,1619,34.3,71,0
M,297.6,309.4,1565,38.8,96,0
L,300.4,311.8,2276,14.5,4,1
L,297.6,308.2,1716,30.3,180,0
L,300.9,311.3,1759,27.8,42,0
M,298.3,308.2,1490,42.4,8,0
L,303.9,312.3,1455,34.3,92,0
L,298.9,308.2,1457,51.0,18,0
L,302.5,310.8,1484,48.0,6,0
H,301.0,312.4,1521,43.2,55,0
M,298.6,308.3,1399,50.8,20,0
L,302.0,310.9,1328,48.2,134,0
H,298.4,309.7,1477,56.0,117,0
L,299.0,309.9,1470,46.8,158,0
L,298.2,308.4,1567,38.1,98,0
L,303.2,312.6,1697,29.8,6,0
L,298.2,309.4,1701,25.8,100,0
M,298.9,308.7,1502,43.5,1,0
L,303.5,312.6,1262,64.7,100,0
L,298.4,308.3,1301,58.3,22,0
M,301.3,311.3,1714,27.3,47,0
L,300.3,309.3,1427,44.2,159,0
M,301.4,310.2,1666,33.5,204,0
L,300.5,309.2,1278,65.0,209,1
L,300.2,309.6,1400,47.5,203,0
L,297.3,309.0,1671,32.0,94,0
M,299.0,308.8,1372,46.0,33,0
L,297.4,308.2,1689,30.7,207,0
L,299.7,308.8,1536,37.2,110,0
L,303.0,310.0,1339,52.0,136,1
L,303.0,310.3,1703,31.1,124,0
L,300.4,310.5,1526,52.7,52,0
L,302.7,312.4,1534,40.8,184,0
L,299.3,310.8,1310,50.9,42,0
L,300.7,310.0,1297,60.8,146,0
M,297.0,308.6,1446,41.9,6,0
M,297.7,309.0,1373,47.3,65,0
L,295.4,305.6,1582,34.8,12,0
L,297.7,309.6,1612,27.8,210,0
L,302.9,311.3,1393,49.4,207,0
L,299.9,309.3,1613,33.9,28,0
L,299.0,308.8,1646,36.4,101,0
H,300.3,309.4,1431,47.0,141,0
L,300.2,310.1,1614,33.8,148,0
L,297.7,308.0,1356,40.4,63,0
M,296.4,308.8,1452,56.8,135,0
M,299.2,309.9,1549,38.0,68,0
M,298.6,307.9,1519,42.0,204,0
